Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,66,10,5.4,55,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,64,28,8.1,12,E
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,81,50,8.8,1123,M
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,80,44,8.7,611,M
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,56,20,6.6,28,T
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.05,0,0.01,0.06,78,39,6.8,123,E
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,54,7,6.8,9,E
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,58,26,8.5,11,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,57,16,8.6,11,T
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,E
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06,67,14,5.9,10,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,T
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36,T
Oddworld: Munchs Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,80,17,7.8,10,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,M
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,M
Worms 3D,X,2003,Strategy,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,T
Street Fighter V,PC,2016,Fighting,Capcom,0,0.06,0,0,0.06,74,33,2.9,438,T
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,71,41,6.8,205,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,E10+
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06,66,41,7.4,17,E
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,T
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,61,6,8,8,M
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7.5,6,E
Jumper: Griffins Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,29,16,3.3,30,T
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.05,0,0,0.01,0.06,57,14,7.8,12,T
Tron 2.0: Killer App,X,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06,69,36,4.3,4,T
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,25,T
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,T
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.04,0.02,0,0.01,0.06,48,6,7.1,8,T
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9,E
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72,M
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,388,E
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,E
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,E
Brave: A Warriors Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,42,17,5,4,E10+
Fatal Frame,X,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06,77,17,8.6,16,T
Tom Clancys Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,T
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,73,35,7.8,24,M
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,E
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06,59,15,8.6,32,M
F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.06,61,13,3.6,63,E
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.06,77,13,7.1,56,M
Catwoman,X,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,45,33,4.6,5,T
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,E
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,T
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,69,20,7.5,41,E10+
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06,71,12,9,9,E
Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,M
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,E
Constantine,X,2005,Action,SCi,0.04,0.01,0,0,0.06,60,31,7.1,17,M
Tom Clancys Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,64,8,7.1,7,M
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,82,44,8.4,1101,M
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.05,0,0,0,0.06,74,6,8.2,5,T
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,71,43,7.7,19,E
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,71,4,7.2,9,T
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.02,0,0.01,0.06,58,9,6.5,16,E10+
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06,59,21,8.4,10,T
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,40,E
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,68,25,9.1,14,T
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,88,16,7.8,5,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,T
X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,E10+
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,6.9,16,E10+
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,T
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06,60,29,7.7,18,T
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.04,0.01,0,0.01,0.06,66,5,5.4,10,M
Harry Potter and the Sorcerers Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06,65,11,7.8,77,E
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06,73,28,8.4,11,T
Tom Clancys Rainbow Six: Critical Hour,X,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,54,10,3.6,14,M
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,65,26,7.4,1010,M
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06,70,29,8.6,5,E10+
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.04,0,0.01,0.06,77,21,8.2,94,T
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.06,0,0.06,43,9,7.7,112,
Shantae and the Pirates Curse,3DS,2015,Platform,Rising Star Games,0.02,0,0.03,0,0.06,82,18,8.5,87,E10+
NBA Live 07,X,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,69,14,6.8,13,E
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.06,76,29,4.9,539,M
The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,76,20,7.9,238,M
Dead Rising,PS4,2016,Action,Capcom,0.03,0,0.01,0.01,0.06,78,6,6.5,31,M
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,435,M
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06,52,23,6.1,7,T
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,0.06,54,11,7.4,5,M
Tom Clancys Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,M
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,390,T
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,E
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06,63,39,7.3,526,T
Mirrors Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,81,44,8.1,1036,T
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,59,22,6.6,7,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06,65,18,7.9,13,T
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.05,30,4,3.6,20,E
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,43,36,6.2,11,M
Speed Kings,X,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,60,16,8.8,4,E
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05,78,29,9.2,11,E10+
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,100,E
Gladiator: Sword of Vengeance,X,2003,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,65,25,7.1,7,M
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75,M
Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,72,24,7.2,6,E
Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.05,42,7,5.5,8,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,70,8,8.3,7,T
Marc Eckos Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,M
Sega Soccer Slam,X,2002,Sports,Sega,0.04,0.01,0,0,0.05,80,15,8.5,10,E
Captain America: Super Soldier,Wii,2011,Action,Sega,0.05,0,0,0,0.05,57,16,6,6,T
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.05,0,0,0.05,83,55,6.2,735,M
Resident Evil 6,XOne,2016,Shooter,Capcom,0.05,0,0,0.01,0.05,63,12,6.1,35,M
The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0,0.05,0,0.01,0.05,76,9,6.8,16,
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,63,13,5.1,48,T
Dynasty Warriors 5,X,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,T
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,57,4,5.5,30,E
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,386,M
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.04,0,0,0.01,0.05,72,26,8.3,19,T
Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,78,34,8.3,28,E
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05,76,12,8.3,8,E
UEFA Euro 2004: Portugal,X,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,74,21,8.1,9,E
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05,51,6,8,7,E
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.04,0,0,0.01,0.05,77,15,6.9,15,M
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114,T
NFL Blitz Pro,X,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,71,14,6.6,8,E
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.05,68,34,7.3,9,T
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05,58,24,7.5,20,E
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,78,38,7.3,204,T
Wakeboarding Unleashed Featuring Shaun Murray,X,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,E
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05,66,26,7.2,6,T
Drill Dozer,GBA,2005,Platform,Nintendo,0.04,0.01,0,0,0.05,81,34,8.3,10,E
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.05,67,24,6.8,12,E
Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05,58,20,6.3,6,E
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,72,27,8.2,10,E
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,58,7,6.7,6,E10+
Hunted: The Demons Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,61,21,6.6,127,M
Otogi 2: Immortal Warriors,X,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,T
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,30,7.3,18,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05,49,11,6.6,13,T
Piglets Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0,0,0.05,70,4,8,5,E
Tom Clancys HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,T
Fallout: Brotherhood of Steel,X,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23,M
IndyCar Series,X,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,71,8,7.8,5,E
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.02,0.03,0,0,0.05,54,48,3.5,288,M
Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0,0,0.05,76,10,5.1,479,M
Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,14,4.4,5,E
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,70,20,7.7,105,E
Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,37,12,5.9,8,T
Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,61,17,6.8,51,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,6.5,4,T
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42,M
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.04,0,0.01,0.05,77,10,8.6,16,
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,M
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,68,34,8.4,7,E10+
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,82,4,7.9,9,E
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,66,45,6.5,624,M
Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,81,19,8.3,35,M
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0,0.02,0.01,0.05,78,26,7.5,26,T
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05,39,6,7.8,5,E
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,23,7.8,8,E
Dokapon Journey,DS,2008,Role-Playing,Sting,0.05,0,0,0,0.05,60,16,7,8,E10+
Phantom Crash,X,2002,Simulation,Phantagram,0.03,0.01,0.01,0,0.05,74,23,8.3,14,T
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,58,13,6.3,7,E
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,M
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,26,14,2.8,11,E
Tenchu: Dark Secret,DS,2006,Action,From Software,0.03,0,0.01,0,0.05,37,10,5.1,7,T
Shrek Super Party,GC,2003,Misc,TDK Mediactive,0.04,0.01,0,0,0.05,40,6,7.3,7,E
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0,0,0.05,77,34,8.5,13,T
Puyo Pop,GBA,2001,Puzzle,Sega,0.04,0.01,0,0,0.05,84,14,8.3,4,E
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.01,0.05,78,12,7.3,11,E
Rave Master,GC,2002,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,60,15,6.3,4,T
GRID,DS,2008,Racing,Codemasters,0.04,0,0,0,0.05,79,19,8.1,15,E
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,0,0.05,63,11,5.4,52,T
Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,0.04,0,0,0,0.05,69,20,6.3,4,E
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0,0.05,51,19,4.5,4,T
Alias,X,2004,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,64,37,6,4,T
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,81,42,8.8,17,E
Arx Fatalis,X,2003,Role-Playing,Mindscape,0.04,0.01,0,0,0.05,71,31,8.2,6,M
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.03,0.02,0,0,0.05,49,7,6.3,4,E
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,E10+
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05,60,25,5.8,9,T
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0,0,0.05,68,16,4.5,4,T
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,78,34,8.7,279,T
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0,0,0.05,75,16,9.1,15,E
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.01,0.05,87,41,8.9,897,E10+
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,82,6,7.5,45,E10+
Tour de France 2011,X360,2011,Racing,Focus Home Interactive,0,0.04,0,0.01,0.05,46,7,7.6,5,
Transport Fever,PC,2016,Simulation,Astragon,0,0.05,0,0,0.05,71,13,7.1,32,
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,D3Publisher,0.04,0,0,0,0.05,74,19,7.8,6,E
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0,0,0.05,71,6,7.6,5,T
Stretch Panic,PS2,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05,65,14,7.8,4,T
DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05,89,22,8.2,355,T
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,64,45,5.7,101,M
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,79,51,3.5,3571,M
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,64,5,7.4,5,E
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0,0,0,0.05,43,16,4.8,5,E10+
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,61,10,9,4,E
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.05,0,0,0.05,43,4,8.3,4,E
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,455,E10+
Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0,0.01,0.05,49,8,8.1,9,E
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,76,36,7.8,327,M
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,65,27,8.6,15,E10+
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,79,39,7.9,17,E10+
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,86,51,8.8,300,M
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05,85,39,9,186,T
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,56,14,5.9,15,T
Crime Life: Gang Wars,X,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,30,19,3.4,9,M
Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.05,0,0,0.05,78,57,8,577,
Rugby 2005,X,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05,75,20,7.7,11,E
Rock N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0,0.05,80,12,8.1,7,E
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0,0.01,0.05,66,13,8,19,E10+
Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0,0,0.05,69,8,7.5,4,E
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,T
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05,78,17,7.2,250,E10+
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,70,6,7.8,27,E
Fatal Frame II: Crimson Butterfly Directors Cut,X,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,84,37,8.3,16,M
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,50,7.5,83,T
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,78,9,7.7,6,E
Colin McRae Rally 2005,X,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,83,35,7.5,6,E
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,73,9,7.1,9,E
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.04,0.01,0,0,0.05,81,6,8.9,27,T
Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,81,23,8.2,127,T
Nobunagas Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.04,0,0,0.01,0.05,80,20,8.1,47,T
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0,0,0.05,72,19,7.3,4,T
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,137,E
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,79,28,6.8,185,E10+
StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,0.05,88,15,9.2,820,T
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.04,0,0,0,0.05,45,7,5.6,37,E10+
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,82,24,8.3,311,E
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,60,4,6.7,6,E
Kakuto Chojin,X,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05,46,26,7.2,17,T
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05,50,11,7.8,6,T
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,79,17,7.7,13,E
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8,735,M
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05,76,7,7.8,4,E10+
Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05,71,45,7.4,21,T
Clockwork Empires,PC,2014,Strategy,Gaslamp Games,0,0.04,0,0,0.05,58,8,3.8,5,RP
Razes Hell,X,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05,71,37,8.1,8,M
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,49,5,6.2,27,E
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05,62,9,8.7,26,E
NightCaster II: Equinox,X,2002,Action,Jaleco,0.03,0.01,0,0,0.05,46,12,7,4,T
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,71,13,6.7,6,T
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,458,T
